,URL,Page_Source,text
979,https://www.fbi.gov/contact-us/field-offices/louisville/news/martin-county-man-sentenced-to-60-years-in-prison-for-producing-and-distributing-child-pornography,26,"An official website of the United States government PIKEVILLE, Ky. – Donald York, 60, of Beauty, Ky., was sentenced on Thursday, by U.S. District Judge Robert Wier, to 60 years in prison, following his convictions for producing and distributing sexually explicit images of a minor. York was convicted by a jury in April 2023, of four counts of production of child pornography and two counts of distributing child pornography.  According to the evidence presented at his trial, York coerced a 15-year female victim, who was in his care, to engage in sexually explicit conduct so that he could produce images of that conduct.  York then uploaded some of these images to a pornographic website. Under federal law, York must serve 85 percent of his prison sentence; and upon his release, he will be under the supervision of the U.S. Probation Office for life. Carlton S. Shier, IV, United States Attorney for the Eastern District of Kentucky; Brian Jones, Acting Special Agent in Charge, FBI Louisville Field Office; Col. Phillip Burnett, Commissioner, Kentucky State Police; and Sheriff John Kirk, Martin County Sherriff’s Office, jointly announced the sentence. The investigation was conducted by FBI, Kentucky State Police, and the Martin County Sherriff’s Office.  The United States was represented in the case by Assistant U.S. Attorneys Justin Blankenship and Jason Parman. This case was prosecuted as part of Project Safe Childhood, a nationwide initiative to combat the growing epidemic of child sexual exploitation and abuse launched in May 2006 by the Department of Justice.  Led by U.S. Attorneys' Offices and the Criminal Division's Child Exploitation and Obscenity Section (CEOS), Project Safe Childhood marshals federal, state, and local resources to better locate, apprehend and prosecute individuals who exploit children via the Internet as well as to identify and rescue victims. For more information about Project Safe Childhood, please visit www.projectsafechildhood.govLinks to other government and non-government sites will typically appear with the “external link” icon to indicate that you are leaving the Department of Justice website when you click the link.. CONTACT:  Gabrielle Dudgeon PHONE:  (859) 685-4887 E-MAIL:  gabrielle.dudgeon@usdoj.gov Eastern District of Kentucky
Main Office:
260 W. Vine Street, Suite 300
Lexington, KY 40507-1612 Lexington: 859-233-2661
Lexington Hearing Impaired TTY: 859-233-2573 Have a question about Government Services?"
1316,https://www.fbi.gov/contact-us/field-offices/portland/news/portland-sex-offender-sentenced-to-24-years-in-federal-prison-for-enticing-a-minor-online-and-receiving-child-pornography,9,"An official website of the United States government PORTLAND, Ore.—A Portland man was sentenced to federal prison Monday for using multiple social media applications to entice a young child to send him sexually explicit images of herself. Shawn Alan Smith, 44, was sentenced to 288 months in federal prison and a life term of supervised release. Smith was also ordered to pay restitution to his victim. According to court documents, between July 11 and September 15, 2020, Smith used multiple fake online social media personas, including several on KIK messenger and TikTok, to communicate with a nine-year-old child. While posing as a minor himself, Smith instructed the child victim to take sexually explicit photos of herself and send them to him, which she did. Smith also engaged in a video chat with the child while pretending to be the father of one of his fake online personas. At the time of the offense, Smith was a registered sex offender following prior state criminal convictions for child pornography offenses in Oregon and Maryland. On March 9, 2022, federal agents executed a search warrant at Smith’s Portland apartment. While the agents were attempting to gain entry to the apartment through a door he had barricaded, Smith threw his phone and computer out his bathroom window. Smith was arrested and charged by federal criminal complaint with production and attempted production of child pornography. On January 21, 2025, Smith pleaded guilty to a two-count superseding information charging him with online enticement of a minor and receipt of child pornography. This case was investigated by the FBI and Homeland Security Investigations (HSI). It was prosecuted by Mira Chernick, Assistant U.S. Attorney for the District of Oregon. Federal law defines child pornography as any visual depiction of sexually explicit conduct involving a minor. It is important to remember child sexual abuse material depicts actual crimes being committed against children. Not only do these images and videos document the victims’ exploitation and abuse, but when shared across the internet, re-victimize and re-traumatize the child victims each time their abuse is viewed. To learn more, please visit the National Center for Missing & Exploited Children at www.missingkids.orgLinks to other government and non-government sites will typically appear with the “external link” icon to indicate that you are leaving the Department of Justice website when you click the link.. This case was brought as part of Project Safe Childhood, a nationwide initiative launched in May 2006 by the Justice Department to combat the growing epidemic of child sexual exploitation and abuse. For more information about Project Safe Childhood, please visit www.justice.gov/psc. A Wilsonville, Oregon, man was sentenced to federal prison today after a federal jury in Portland found him guilty of transporting and possessing photos and videos depicting child sexual abuse. A Portland, Oregon, man appeared in federal court today after being charged and arrested for sex trafficking of a child. A Pendleton, Oregon, man pleaded guilty today to sexually abusing two minors and engaging in sexual contact with a third minor. District of Oregon
Main Office:
1000 SW Third Ave Suite 600
Portland, Oregon 97204 Telephone: (503)727-1000 Have a question about Government Services?"
814,https://www.fbi.gov/contact-us/field-offices/neworleans/news/former-ascension-parish-sheriffs-office-deputy-pleads-guilty-to-receipt-of-child-pornography,25,"An official website of the United States government United States Attorney Ronald C. Gathe, Jr. announced that Todd Eric Tripp, age 35, of Sorrento, Louisiana, pled guilty before U.S. District Judge John W. deGravelles to receipt of child pornography.  As a result of his conviction, Tripp faces a significant term of imprisonment, a fine, and a period of supervised release—which includes sex offender registration requirements. According to admissions made during his plea, from March 2020, and continuing until October 2020, Tripp used a multimedia instant messaging application to obtain child pornography.  Tripp received at least 15 images of minors engaged in sexually explicit conduct. This matter was being investigated by the Federal Bureau of Investigation, the Ascension Parish Sherriff’s Office, and the York County, South Carolina Sheriff’s Office.  This case is being prosecuted by Assistant United States Attorney Edward H. Warner and Criminal Chief Jamie A. Flowers Jr. This case was brought as part of Project Safe Childhood, a nationwide initiative to combat the growing epidemic of child sexual exploitation and abuse, launched in May 2006 by the Department of Justice.  Led by U.S. Attorneys’ Offices and CEOS, Project Safe Childhood marshals federal, state, and local resources to better locate, apprehend, and prosecute individuals who exploit children via the Internet, as well as to identify and rescue victims.  For more information about Project Safe Childhood, please visit http://www.justice.gov/psc. United States Attorney Kurt L. Wall announced that a federal grand jury recently returned a three-count indictment charging Kevontae Kendell Joseph Reed, age 30, of Baker, Louisiana, with production of... Despite the recent government shutdown, federal courts across the nation utilized various resources to guarantee the continuity of justice and continued to operate on essential cases, including criminal prosecutions, immigration... Acting United States Attorney Ellison C. Travis announced that a federal grand jury recently returned an indictment charging Shengjie Cheng, age 32, a Chinese national residing in Baton Rouge, Louisiana... Middle District of Louisiana
Main Office:
451 Florida Street Suite 300
Baton Rouge, LA 70801 Telephone: 225-389-0443
Fax Line: 225-389-0561
Civil Fax: 225-389-0685 Have a question about Government Services?"
1830,https://www.fbi.gov/contact-us/field-offices/kansascity/news/springfield-sex-offender-sentenced-for-child-pornography,14,"An official website of the United States government SPRINGFIELD, Mo. – A Springfield, Mo., man who is a registered sex offender was sentenced in federal court today for receiving child pornography. Marvin E. Smith, 44, was sentenced by U.S. District Judge Roseann A. Ketchmark to 16 years in federal prison without parole. The court also sentenced Smith to spend the rest of his life on supervised release following incarceration. On March 5, 2024, Smith pleaded guilty to one count of receiving child pornography. Smith’s state parole officer discovered images of child pornography on his cell flip phone on Feb. 8, 2023. The next day, the manager of the halfway house where Smith resided discovered a microSD card that had been taped to the back of Smith’s television. Investigators found additional files of child pornography on the microSD card, including infants and prepubescent girls being sexually assaulted and children engaged in bestiality and bound. In total, investigators found more than 6,400 files of child pornography. Smith has prior felony convictions for possessing child pornography and residing within 1,000 feet of a school. Smith had been released from state prison eight months earlier and was on parole at the time he committed the federal offense in this case. This case was prosecuted by Assistant U.S. Attorney Stephanie L. Wan. It was investigated by the FBI, the Southwest Missouri Cyber Crimes Task Force, and the Springfield, Mo., Police Department. Project Safe Childhood This case was brought as part of Project Safe Childhood, a nationwide initiative launched in May 2006 by the Department of Justice to combat the growing epidemic of child sexual exploitation and abuse. Led by the United States Attorneys' Offices and the Criminal Division's Child Exploitation and Obscenity Section, Project Safe Childhood marshals federal, state, and local resources to locate, apprehend, and prosecute individuals who sexually exploit children, and to identify and rescue victims. For more information about Project Safe Childhood, please visit www.usdoj.gov/psc . For more information about Internet safety education, please visit www.usdoj.gov/psc and click on the tab ""resources."" A nurse at the Veterans Affairs hospital in Kansas City, Mo., was sentenced today by U.S. District Judge Roseann A. Ketchmark to 10 years’ imprisonment and 15 years of supervised... Dennis Adlai Hernandez, 28,  Kansas City, Mo., a former elementary school teacher and employee of two area school districts has been indicted by a federal grand jury for additional child... An Olathe, Ks., man pleaded guilty today before U.S. District Judge Roseann A. Ketchmark to stealing 41 firearms from a gun store in Raytown, Mo., and for transporting child pornography... Western District of Missouri
U.S. Attorney's Office
Room 5510
400 East 9th Street
Kansas City, MO 64106 Telephone: (816) 426-3122
Fax Line: (816) 426-4210 Have a question about Government Services?"
3044,https://www.fbi.gov/contact-us/field-offices/cleveland/news/press-releases/van-wert-county-man-sentenced-to-10-years-in-prison-for-possession-of-child-pornography,36,
178,https://www.fbi.gov/contact-us/field-offices/oklahomacity/news/stilwell-resident-sentenced-to-30-years-for-aggravated-sexual-abuse,18,"An official website of the United States government MUSKOGEE, OKLAHOMA – The United States Attorney’s Office for the Eastern District of Oklahoma announced that Bryan Udale Jones, age 63, of Stilwell, Oklahoma, was sentenced to 360 months for one count of Aggravated Sexual Abuse in Indian Country.  Jones will also be required to register under the Sex Offender Registration and Notification Act. The charges arose from investigations by the Federal Bureau of Investigation and the Adair County Sheriff’s Office. On May 2, 2023, Jones pleaded guilty to the charge.  According to investigators, beginning in 2003 and continuing into 2010, Jones sexually assaulted a minor under the age of 12.  As part of the plea agreement, Jones admitted to additional assaults on three other minors over a span of 15 years.  The crimes occurred in Adair County, within the boundaries of the Cherokee Nation Reservation, in the Eastern District of Oklahoma. “Four innocent children suffered unimaginable horrors at the hands of Bryan Jones.  He is both a danger and a disgrace, and now, thanks to the courage of the victims who came forward in this case, he will spend the rest of his natural life behind prison bars,” said FBI Oklahoma City Special Agent in Charge Edward J. Gray.  “This sentence sends a clear message that the FBI and our law enforcement partners will not tolerate the abuse and exploitation of children.” “Thanks to brave individuals with the courage to speak up and the diligent efforts of investigators and prosecutors, Bryan Udale Jones will effectively spend the rest of his life in prison,” said United States Attorney Christopher J. Wilson.  “I want to thank our partners in the Federal Bureau of Investigation and the Adair County Sheriff’s Office for their work on this case and for their continued partnership in keeping our communities safe from child predators.” This case was brought as part of Project Safe Childhood, a nationwide initiative launched in May 2006 by the Department of Justice to combat the growing epidemic of child sexual exploitation and abuse.  Led by the United States Attorneys’ Offices and the Criminal Division’s Child Exploitation and Obscenity Section, Project Safe Childhood marshals federal, state, and local resources to locate, apprehend, and prosecute individuals who sexually exploit children, and to identify and rescue victims.  For more information about Project Safe Childhood, please visit www.justice.gov/psc. The Honorable Ronald A. White, Chief Judge in the United States District Court for the Eastern District of Oklahoma, presided over the hearing.  Jones will remain in the custody of the U.S. Marshal pending transportation to a designated United States Bureau of Prisons facility to serve a non-paroleable sentence of incarceration. Assistant United States Attorney Nicole Paladino represented the United States. MUSKOGEE, OKLAHOMA – The United States Attorney’s Office for the Eastern District of Oklahoma announced that Brandon Leal Castro, age 34, of Mexico, was sentenced to 97 months in prison... MUSKOGEE, OKLAHOMA – The United States Attorney’s Office for the Eastern District of Oklahoma announced that Jaylon Parker Jackson Gore, age 25, of Ada, Oklahoma, entered a guilty plea to... MUSKOGEE, OKLAHOMA – The United States Attorney’s Office for the Eastern District of Oklahoma announced that Zachary Aaron Holderness, age 25, of Durant, Oklahoma, entered a guilty plea to an... Eastern District of Oklahoma
Main Office:
520 Denison Ave
Muskogee OK  74401 Muskogee:  (918) 684-5100
Toll-Free:  (800) 659-7913
Fax: (918) 684-5150 Have a question about Government Services?"
2843,https://www.fbi.gov/contact-us/field-offices/kansascity/news/press-releases/topeka-man-indicted-for-child-porn,34,
961,https://www.fbi.gov/contact-us/field-offices/detroit/news/man-sentenced-to-70-months-in-nationwide-sextortion-case,26,"An official website of the United States government GRAND RAPIDS, MICHIGAN — U.S. Attorney for the Western District of Michigan Mark Totten today announced that Brandon Huu Le, 22, of Maitland, Florida, was sentenced to 70 months in prison for receipt of child pornography in connection with a sextortion scheme using the popular social media app Snapchat. In sentencing Le, U.S. District Judge Robert J. Jonker said the conduct was “heinous” and Le’s threats were “serious, graphic, coercive, and manipulative.” Judge Jonker also commented on the increasing frequency of sextortion schemes and the fact that these schemes cause “harsh results and pain” and “sometimes much worse.” “Mr. Le’s actions were nothing short of vile,” said U.S. Attorney Mark Totten. “They had a devastating impact upon his victims. Sextortion is a growing threat in Michigan and across the nation, and my office will continue to hold these perpetrators accountable. With our law enforcement partners, we stand ready to protect anyone who finds themselves a victim of this crime.” Video message from U.S. Attorney TottenLinks to other government and non-government sites will typically appear with the “external link” icon to indicate that you are leaving the Department of Justice website when you click the link. concerning the Le case. “Protecting our young people from predators like Brandon Le is a top priority for the FBI and law enforcement agencies across Michigan,” said Devin J. Kowalski, Acting Special Agent in Charge of the FBI in Michigan. “Today’s sentence should bring some measure of peace to Le’s survivors who very courageously reported his behavior to law enforcement. The community is considerably safer with Le behind bars. According to court records, Le used social media accounts associated with the alias “Ty Addison” to contact at least 270 girls on Snapchat between August 2019 and December 2019.  If a girl responded, Le turned the conversation to sexual topics. Le then began an escalating series of threats. His threats targeted his adolescent victims’ fears and insecurities about their futures, their relationships, their reputations, their bodies and bodily autonomy, and their safety. Le used publicly available information about the girls (for example, their schools and online contacts) to bolster his threats. In some cases, Le threatened girls into turning on their Snapchat location sharing to identify where they lived. He typically threatened to publicly disclose the sexually charged conversation unless the girl sent him an explicit picture, threatened to release the picture unless the girl sent him an explicit video, and threatened to release the video unless the girl engaged in a live video call in which the girl followed sexual commands as Le directed in the chat.  His threats included messages such as ““Either f-----g send the pic now or I’m not gonna give your [sic] anymore chances . . . I think you want me to mail to your house now . . . I think you want your parents to see those nudes you sent me . . . Maybe your sisters want to see what a good slut you are” and “[D]o you want me to post your nudes? Do you want to ruin your chances of ever going to a good college? Do you want to ruin your chances of getting a good job?” Many of Le’s victims were minors and, as they told Le, the images and videos he solicited were child pornography. One of Le’s victims was a 13-year-old girl living in the Western District of Michigan. Some victims begged him to stop; other times parents intervened and told Le to stop, but he persisted—if victims blocked him, he contacted them on other platforms, messaged their friends and family, or followed through on his threats, including in one case sending explicit pictures of a victim to her college’s admissions department. Copies of the indictment, the government’s sentencing memorandum, and the government’s sentencing exhibits are attached below. The FBI provides the following tips on how people can protect themselves from sextortion schemes: If you have information about or believe you are a victim of sextortion, contact your local FBI field office, call 1-800-CALL-FBI, or report it online at http://tips.fbi.gov. More information is available at https://www.fbi.gov/how-we-can-help-you/safety-resources/scams-and-safety/common-scams-and-crimes/sextortion . The case was investigated by the FBI, the Coplay (Pennsylvania) Police Department, and the Maitland (Florida) Police Department.  Assistant U.S. Attorney Adam Townshend represented the United States. 205 Child Victims Located and 293 Child Sex Abuse Offenders Arrested in Nationwide Crackdown, Including 1 in the Western District of Michigan Western District of Michigan
Main Office:
330 Ionia Avenue, N.W.
Suite 501
Grand Rapids, MI 49503 Contact the U.S. Attorney's Office for the Western District of Michigan Phone: (616) 456-2404
Fax Line: (616) 456-2408 Have a question about Government Services?"
1630,https://www.fbi.gov/contact-us/field-offices/losangeles/news/palmdale-man-indicted-for-allegedly-producing-sexually-explicit-material-featuring-teenage-girls,12,"An official website of the United States government LOS ANGELES – A Palmdale man is scheduled to be arraigned today on a 12-count federal grand jury indictment alleging he coerced two minors into producing and sharing with him sexually explicit content of themselves and enticed one minor to have sex with him. Darius Desean Edwards, 21, of Palmdale, is charged with five counts of production of child pornography, five counts of receipt of child pornography, and two counts of enticement of a minor to engage in criminal sexual activity. Edwards, who was employed by Palmdale’s Department of Parks and Recreation until his recent termination, was arrested this morning and is scheduled to be arraigned this afternoon in United States District Court in downtown Los Angeles. According to the indictment, from October 2023 until December 2023, Edwards engaged in sexual conversations with a then 16-year-old girl and requested her to produce and share with him child sexual abuse material (CSAM) of herself. Edwards received at least one video from this victim depicting CSAM. In March 2024, Edwards communicated with a then 15-year-old girl and requested that she produce and share with him CSAM of herself. Edwards received at least one photo and three videos from this victim depicting CSAM. An indictment contains allegations that a defendant has committed a crime. Every defendant is presumed to be innocent until and unless proven guilty beyond a reasonable doubt in court. If convicted, Edwards would face a mandatory minimum sentence of five years in federal prison for each count of receipt of child pornography, a mandatory minimum sentence of 15 years in federal prison for each count of production of child pornography, and a mandatory minimum sentence of 10 years in federal prison and a statutory maximum of life in prison for each count of enticement of a minor to engage in criminal sexual activity. The FBI is investigating this matter. Assistant United States Attorney Lyndsi Allsop with the Violent and Organized Crime Section is prosecuting this case. Connor Williams
Public Affairs Officer
connor.williams@usdoj.gov
(213) 894-6965 A federal grand jury today returned a six-count indictment against four members of a far-left, anti-capitalist, and anti-government group that allegedly plotted to set off bombs in Southern California on... Sixteen members and associates of the San Gabriel Valley-based, Mexican Mafia-linked Puente-13 street gang were arrested today on federal criminal complaints alleging their involvement in one kidnapping, two shootings, illegal... Four members of an anti-capitalist and anti-government group that calls for violence against United States officials have been arrested for allegedly plotting to attack two U.S. companies with improvised explosive... Central District of California
312 N. Spring St. Suite 1200
Los Angeles, CA 90012 Phone: (213) 894-2400
Fax: (213) 894-0141 Have a question about Government Services?"
124,https://www.fbi.gov/contact-us/field-offices/stlouis/news/registered-sex-offender-admits-new-child-sex-crime,18,"An official website of the United States government ST. LOUIS – A registered sex offender from northeast Missouri on Wednesday admitted crossing state lines to engage in sex with a minor. Joshua T. Wilson, 23, of Monroe County, Missouri, pleaded guilty to a charge of transporting a minor across state lines to engage in sexual activity. As part of his guilty plea, Wilson admitted that he met a 16-year-old girl in the spring of 2022. Wilson and the victim began interacting on an almost-daily basis via online apps. They engaged in sexual conversations and exchanged sexual images. Wilson also met the teen for sex, and took her to Kansas, where he engaged in unlawful sexual activity with her. Wilson is a registered sex offender. The charge against Wilson carries a mandatory prison term of 10 years, and is punishable by up to 30 years in prison. The FBI and the Monroe County Sheriff’s Department investigated the case. Assistant U.S. Attorney Dianna Edwards prosecuted the case. This case was brought as part of Project Safe Childhood, a nationwide initiative to combat the growing epidemic of child sexual exploitation and abuse launched in May 2006 by the Department of Justice. Led by U.S. Attorneys’ Offices and the Department of Justice Criminal Division's Child Exploitation and Obscenity Section, Project Safe Childhood marshals federal, state and local resources to better locate, apprehend and prosecute individuals who exploit children via the Internet, as well as to identify and rescue victims. For more information about Project Safe Childhood, please visit www.justice.gov/psc. Robert Patrick, Public Affairs Officer, robert.patrick@usdoj.gov. The cases against Brent Stephens and Yashpreet are among the 293 arrests nationwide during Operation Relentless Justice, a coordinated enforcement effort to identify, track, and arrest child sex predators. Francisco Ocana-Talamantes admitted being caught with images and videos containing child sexual abuse material. Rayshaun Reed recording a sex act with the teen, possessing drugs and possessing other images containing child sexual abuse material. Eastern District of Missouri
Main Office:
Thomas Eagleton U.S. Courthouse
111 S. 10th Street, 20th Floor
St. Louis, MO 63102 St. Louis: (314) 539-2200
Cape Girardeau: (573) 334-3736 Have a question about Government Services?"
1388,https://www.fbi.gov/contact-us/field-offices/stlouis/news/missouri-man-sentenced-21-years-in-prison-for-recording-minor-victim-in-bathroom,9,"An official website of the United States government CAPE GIRARDEAU – U.S. District Audrey G. Fleissig on Tuesday sentenced a man whose trial for recording a girl in the bathroom revealed allegations that he had sexually abused at least three other children to 21 years in prison. Rayford Evans, 52, of Doniphan, in Ripley County, was convicted of attempted sexual exploitation of a minor after a one-day bench trial in January. Evidence and testimony showed that Evans used his cell phone to record a 15-year-old girl while she was bathing and using the bathroom by holding it up to a window above the bathroom door. The victim saw the phone and told a friend, the friend’s father and then her own father, who contacted the Doniphan City Police Department. An officer found three videos of the girl that Evans tried to delete. During Evans trial, another victim testified about her sexual abuse at the hands of Evans, and there was testimony that Evans had recorded videos of a different girl. Three others testified at Evans’ sentencing hearing Tuesday about his sexual abuse of them. “Evans has sexually exploited children for decades,” Assistant U.S. Attorney Julie Hunter wrote in a sentencing memo, and “used bribery in the form of electronics, toys, and candy to violate the trust of innocent children to sexually abuse them.” One victim described Evans in a letter as a predator who has “hunted children, for his depraved sexual appetite, for at least 26 years.” Evans has disputed the allegations involving other victims. The FBI and the Doniphan City Police Department investigated the case. Assistant U.S. Attorney Julie Hunter prosecuted the case. This case was brought as part of Project Safe Childhood, a nationwide initiative to combat the growing epidemic of child sexual exploitation and abuse launched in May 2006 by the Department of Justice. Led by U.S. Attorneys’ Offices and the Department of Justice Criminal Division's Child Exploitation and Obscenity Section, Project Safe Childhood marshals federal, state and local resources to better locate, apprehend and prosecute individuals who exploit children via the Internet, as well as to identify and rescue victims. For more information about Project Safe Childhood, please visit www.justice.gov/psc. Robert Patrick, Public Affairs Officer, robert.patrick@usdoj.gov. The cases against Brent Stephens and Yashpreet are among the 293 arrests nationwide during Operation Relentless Justice, a coordinated enforcement effort to identify, track, and arrest child sex predators. Francisco Ocana-Talamantes admitted being caught with images and videos containing child sexual abuse material. Rayshaun Reed recording a sex act with the teen, possessing drugs and possessing other images containing child sexual abuse material. Eastern District of Missouri
Main Office:
Thomas Eagleton U.S. Courthouse
111 S. 10th Street, 20th Floor
St. Louis, MO 63102 St. Louis: (314) 539-2200
Cape Girardeau: (573) 334-3736 Have a question about Government Services?"
891,https://www.fbi.gov/contact-us/field-offices/sanantonio/news/round-rock-pastor-sentenced-to-federal-prison-for-child-pornography,25,"An official website of the United States government AUSTIN, Texas – A Georgetown man was sentenced in a federal court in Austin on Wednesday to 70 months in prison and 10 years of supervised release for an enhanced charge of possession of child pornography. According to court documents, David Lloyd Walther, 57, knowingly searched for, downloaded, distributed and possessed child sexual abuse material, including child pornography—some of which depicted prepubescent minors—using BitTorrent, a peer-to-peer file sharing network.  During a search of Walther’s home and vehicle in November 2022, two large computer hard drives were located and found to contain more than 100,000 images and more than 5,000 videos of child sexual abuse material.  At the time of his arrest, Walther was the pastor of Faith Baptist Church in Round Rock. In addition to the prison and supervised release terms, the judge also ordered Walther to pay restitution of $61,000. “Many families in the Round Rock area placed their trust in this man when he served as a leader in faith for their community,” said U.S. Attorney Jaime Esparza for the Western District of Texas.  “I hope that those families can find comfort in knowing our law enforcement partners and justice system are committed to protecting them, ensuring that predators such as Walther cannot continue to pose a threat to innocent children.” “This case was especially disturbing given the defendant’s position of trust in the community,” said Special Agent in Charge Oliver E. Rich, Jr. for the FBI San Antonio Division.  “This sentencing sends a strong message to child predators that the FBI and our law enforcement partners will never relent in our duty to protect children from sexual abuse and exploitation wherever these crimes are present in our nation.” The FBI San Antonio Division's Child Exploitation and Human Trafficking Task Force investigated the case with assistance from the Round Rock Police Department, the Collin County Sheriff’s Office, the Williamson County Sheriff's Office and the Williamson County Children's Advocacy Center. Assistant U.S. Attorney Matthew Devlin prosecuted the case. This case was brought as part of Project Safe Childhood, a nationwide initiative to combat the growing epidemic of child sexual exploitation and abuse launched in May 2006 by the Department of Justice. Led by U.S. Attorneys’ Offices and CEOS, Project Safe Childhood marshals federal, state and local resources to better locate, apprehend and prosecute individuals who exploit children via the Internet, as well as to identify and rescue victims. For more information about Project Safe Childhood, please visit www.justice.gov/psc. USATXW.MediaInquiry@usdoj.gov The Department of Justice announced the results of Operation Relentless Justice, a coordinated enforcement effort to identify, track, and arrest child sex predators. In conjunction with the operation, the U.S... The cases against Brent Stephens and Yashpreet are among the 293 arrests nationwide during Operation Relentless Justice, a coordinated enforcement effort to identify, track, and arrest child sex predators. The Department of Justice announced the results of Operation Relentless Justice, a coordinated enforcement effort to identify, track, and arrest child sex predators. The nationwide crackdown resulted in over 205... Western District of Texas
Main Office:
601 NW Loop 410, Suite 600
San Antonio, Texas 78216 San Antonio (Main): (210) 384-7100
Alpine: (432) 837-7332
Austin: (512) 916-5858
Del Rio: (830) 703-2025
El Paso: (915) 534-6884
Midland: (432) 686-4110
Waco: (254) 750-1580 Have a question about Government Services?"
2440,https://www.fbi.gov/contact-us/field-offices/indianapolis/news/muncie-pedophile-sentenced-to-14-years-in-federal-prison-for-distribution-of-child-sexual-abuse-material-via-kik,30,
2896,https://www.fbi.gov/contact-us/field-offices/albany/news/troy-sex-offender-sentenced-for-attempting-to-entice-a-minor,34,
662,https://www.fbi.gov/contact-us/field-offices/pittsburgh/news/erie-resident-pleads-guilty-to-violating-federal-laws-related-to-the-sexual-exploitation-of-children,23,"An official website of the United States government ERIE, Pa. - A resident of Erie, Pennsylvania, pleaded guilty in federal court to a charge of violating federal laws relating to the sexual exploitation of children, United States Attorney Eric G. Olshan announced today. Darren Steven George Akers, 48, of Erie, Pennsylvania, pleaded guilty to receiving child sexual abuse material before United States District Judge Susan Paradise Baxter. In connection with the guilty plea, the court was advised that on or about March 9, 2023, Akers received and attempted to receive images depicting prepubescent minors engaging in sexually explicit conduct. Akers also possessed and accessed with intent to view child sexual abuse material from in and around May 2022, to in and around March 2023. This case was brought as part of Project Safe Childhood, a nationwide initiative launched in May 2006 by the Department of Justice to combat the growing epidemic of child sexual exploitation and abuse. Led by the United States Attorneys' Offices and the Criminal Division's Child Exploitation and Obscenity Section (CEOS), Project Safe Childhood marshals federal, state, and local resources to locate, apprehend, and prosecute individuals who sexually exploit children, and to identify and rescue victims. For more information about Project Safe Childhood, please visit www.justice.gov/psc. Judge Baxter scheduled sentencing for March 19, 2024 at 1:30 p.m. The law provides for a total sentence of 20 years in prison, a fine of $250,000, or both. Under the Federal Sentencing Guidelines, the actual sentence imposed is based upon the seriousness of the offenses and the prior criminal history, if any, of the defendant.
Pending sentencing, the court continued Akers on bond. Assistant United States Attorney Christian A. Trabold is prosecuting this case on behalf of the government. The Federal Bureau of Investigation and the Pennsylvania State Police conducted the investigation that led to the prosecution of Akers. 700 Grant Street, Suite 4000
Pittsburgh, PA 15219 17 South Park Row, Room A330
Erie, PA 16501 319 Washington Street, Suite 200
Johnstown, PA 15901 Pittsburgh: 412-644-3500
Fax: 412-644-4549 Erie: 814-452-2906
Fax: 814-455-6951 Johnstown: 814-533-4547
Fax: 814-533-4545 Have a question about Government Services?"
3043,https://www.fbi.gov/contact-us/field-offices/littlerock/news/press-releases/little-rock-man-sentenced-to-life-in-prison-for-sex-trafficking-of-a-minor,36,
543,https://www.fbi.gov/contact-us/field-offices/newyork/news/registered-sex-offender-sentenced-to-15-years-in-prison-for-his-enticement-of-an-orange-county-minor,22,"An official website of the United States government Damian Williams, the United States Attorney for the Southern District of New York, announced today that MATTHEW MILLS was sentenced to 15 years in prison by U.S. District Judge Nelson Román for his enticement of an 11-year-old minor.  Today’s sentencing followed MILLS’s guilty plea on September 29, 2023. U.S. Attorney Damian Williams said: “Matthew Mills’s crimes are the nightmare of every parent.  Even after registering as a sex offender, Mills was able to prey on a young child from across the country, but the career prosecutors of this Office and our investigative partners were relentless in pursuing this predator.  Today’s lengthy sentence ensures that Mills will face justice for his reprehensible conduct.” According to documents filed in this case and statements made in related court proceedings: From on or about July 30, 2020, up to and including on or about July 31, 2020, MATTHEW MILLS exchanged text messages with an 11-year-old minor (“Victim-1”) and directed Victim-1 to take and transmit sexually explicit photographs and videos of Victim-1 to MILLS.  At the time of these communications, MILLS was in Colorado and Victim-1 was in Orange County. Earlier in 2020, MILLS pled guilty to Sexual Exploitation of a Child, a Class 4 Felony, in the state of Colorado.  As a result of this offense, on or about July 10, 2020, MILLS was sentenced to an eight-year term of probation and was required to register as a sex offender in Colorado. *                *                * In addition to the prison sentence, MILLS, 32, of Aurora, Colorado, was sentenced to a lifetime of supervised release. Mr. Williams praised the efforts of the Federal Bureau of Investigation (“FBI”), the FBI Hudson Valley Safe Streets Task Force, the Orange County Sheriff’s Office, and the Denver Police Department in connection with this investigation. The prosecution is being handled by the Office’s White Plains Division.  Assistant U.S. Attorney Marcia S. Cohen is in charge of the prosecution. Nicholas Biase
(212) 637-2600 United States Attorney for the Southern District of New York, Jay Clayton, and Assistant Director in Charge of the New York Field Office of the Federal Bureau of Investigation (“FBI”)... United States Attorney for the Southern District of New York, Jay Clayton, and Special Agent in Charge of the New York Regional Office of the U.S. Department of Health and... Sean S. Buckley, Attorney for the United States, Acting under Authority Conferred by 28 U.S.C. § 515, announced today that ARLASA DAVIS was sentenced to twenty-four months in prison for... Southern District of New York
26 Federal Plaza, 37th Floor
New York, NY 10278 Main Office & Criminal Division: (212) 637-2200 Have a question about Government Services?"
